tf,arm,dna,seed,entry,family,motif,tf_name,m_pearsonr,m_spearmanr,m_auroc,m_ic_weighted_pcc,m_mae,entry_key,selffam
ets1,baseline,frozen,0,3wtu_C_ETS1_HUMAN.H11MO.0.A,ETS,ETS1,Runt-related transcription factor 1,0.63612080225721,0.5800000000000001,0.9066666666666667,0.510419742180453,0.6145690679550171,3wtu_C_ETS1_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,3wts_C_ETS1_HUMAN.H11MO.0.A,ETS,ETS1,Runt-related transcription factor 1,0.6684677864657715,0.6,0.9133333333333332,0.5151522585867141,0.5971426963806152,3wts_C_ETS1_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,3wtw_H_MA0098.3.jaspar,ETS,MA0098.3,Runt-related transcription factor 1,0.6466627796471585,0.49070522012751605,0.9079861111111112,0.49318269106737633,0.7098429799079895,3wtw_H_MA0098.3.jaspar.npz,True
ets1,baseline,frozen,0,1n6j_A_MA0660.1.jaspar,MADS-box,MA0660.1,Myocyte-specific enhancer factor 2B,0.7517637087032198,0.7378760446401444,0.9322916666666666,0.6924645289318858,0.4537462294101715,1n6j_A_MA0660.1.jaspar.npz,False
ets1,baseline,frozen,0,6byy_A_MA0660.1.jaspar,MADS-box,MA0660.1,MEF2 CHIMERA,0.705735155277782,0.7596527032677626,0.9049479166666666,0.6532581558821966,0.563806414604187,6byy_A_MA0660.1.jaspar.npz,False
ets1,baseline,frozen,0,6byy_D_MA0660.1.jaspar,MADS-box,MA0660.1,MEF2 CHIMERA,0.8915900794996156,0.815208258823318,0.9583333333333334,0.8855793740675987,0.33300313353538513,6byy_D_MA0660.1.jaspar.npz,False
ets1,baseline,frozen,0,1n6j_B_MEF2B_HUMAN.H11MO.0.A,MADS-box,MEF2B,Myocyte-specific enhancer factor 2B,0.6094548989087343,0.6174341649025258,0.7305366591080876,0.41169656320411063,0.629985511302948,1n6j_B_MEF2B_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6byy_B_MA0660.1.jaspar,MADS-box,MA0660.1,MEF2 CHIMERA,0.7057351526907749,0.7596527032677626,0.9049479166666666,0.6532581549713052,0.5638063549995422,6byy_B_MA0660.1.jaspar.npz,False
ets1,baseline,frozen,0,1c7u_B_MEF2A_HUMAN.H11MO.0.A,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",0.24501132313162088,0.2333333333333333,0.5740740740740741,0.11413680927661983,1.026105523109436,1c7u_B_MEF2A_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1c7u_A_MEF2A_HUMAN.H11MO.0.A,MADS-box,MEF2A,"MYOCYTE-SPECIFIC ENHANCER FACTOR 2A, C4 FORM",0.24501129263080657,0.2333333333333333,0.5740740740740741,0.11413679596552917,1.026105523109436,1c7u_A_MEF2A_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3kov_B_MEF2A_HUMAN.H11MO.0.A,MADS-box,MEF2A,Myocyte-specific enhancer factor 2A,0.5098548632942967,0.6555555555555554,0.80859375,0.29338863833437423,0.8388122320175171,3kov_B_MEF2A_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3kov_I_MA0052.4.jaspar,MADS-box,MA0052.4,Myocyte-specific enhancer factor 2A,0.7674359817303613,0.7777777777777778,0.9505208333333334,0.5940297781601812,0.46098756790161133,3kov_I_MA0052.4.jaspar.npz,False
ets1,baseline,frozen,0,6byy_A_MEF2A_HUMAN.H11MO.0.A,MADS-box,MEF2A,MEF2 CHIMERA,0.6075486267606417,0.7,0.8697916666666666,0.49123016325560775,0.6714432239532471,6byy_A_MEF2A_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3iag_C_SUH_MOUSE.H11MO.0.A,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,0.473790449090302,0.4,0.921875,0.5841127982134731,0.49771028757095337,3iag_C_SUH_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6wqu_C_SUH_MOUSE.H11MO.0.A,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,0.521864853129955,0.38749999999999996,0.9114583333333334,0.5817999715580783,0.5134264230728149,6wqu_C_SUH_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6dks_G_SUH_MOUSE.H11MO.0.A,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,0.5850427054101601,0.375,0.9166666666666666,0.46197162801108976,0.4582625925540924,6dks_G_SUH_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6dks_C_SUH_MOUSE.H11MO.0.A,CSL/RBPJ,SUH,Recombining binding protein suppressor of hairless,0.5088802645914257,0.4375,0.9166666666666666,0.44442958762986584,0.5344349145889282,6dks_C_SUH_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3v79_C_MA1116.1.jaspar,CSL/RBPJ,MA1116.1,Neurogenic locus notch homolog protein 1,0.41933072899701074,0.20929270612815715,0.84375,0.5017187095977047,0.7239581346511841,3v79_C_MA1116.1.jaspar.npz,False
ets1,baseline,frozen,0,1srs_B_SRF_HUMAN.H11MO.0.A,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),0.5985386625186286,0.5680621180045923,0.835,0.36502478762106655,0.6836376786231995,1srs_B_SRF_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1srs_A_SRF_HUMAN.H11MO.0.A,MADS-box,SRF,PROTEIN (SERUM RESPONSE FACTOR (SRF)),0.5985386769541285,0.5680621180045923,0.835,0.3650247896786938,0.6836376786231995,1srs_A_SRF_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1ram_A_TF65_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),0.46003872382570987,0.45,0.8300000000000001,0.3166046379763253,0.9380645751953125,1ram_A_TF65_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1vkx_A_TF65_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),TF65,PROTEIN (NF-KAPPA B P65 SUBUNIT),0.5403786331880838,0.33999999999999997,0.88,0.5964976544653078,0.541259229183197,1vkx_A_TF65_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,2i9t_A_TF65_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),TF65,Transcription factor p65,0.9043808371992782,0.64,1.0,0.6647127645579664,0.3445950448513031,2i9t_A_TF65_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3gut_E_MA0107.1.jaspar,Rel/NF-κB (RHD),MA0107.1,Transcription factor p65,0.7260229704203084,0.578091343277011,0.9466666666666667,0.7473809719166108,0.4601920545101166,3gut_E_MA0107.1.jaspar.npz,False
ets1,baseline,frozen,0,1ram_B_TF65_MOUSE.H11MO.0.A,Rel/NF-κB (RHD),TF65,PROTEIN (TRANSCRIPTION FACTOR NF-KB P65),0.46003868426778355,0.45,0.8300000000000001,0.31660458750251724,0.9380645751953125,1ram_B_TF65_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,7jm4_H_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.7653572122566402,0.6100000000000001,0.9351851851851851,0.7838497228550776,0.5027602314949036,7jm4_H_MA1419.1.jaspar.npz,False
ets1,baseline,frozen,0,7jm4_A_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.8217931421473622,0.5800000000000001,0.9502314814814814,0.8190006522047117,0.40066590905189514,7jm4_A_MA1419.1.jaspar.npz,False
ets1,baseline,frozen,0,7jm4_G_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.7653572217561304,0.6100000000000001,0.9351851851851851,0.7838497689019028,0.502760112285614,7jm4_G_MA1419.1.jaspar.npz,False
ets1,baseline,frozen,0,7jm4_B_MA1419.1.jaspar,IRF,MA1419.1,Interferon regulatory factor 4,0.8217931303195656,0.5800000000000001,0.9502314814814814,0.8190006415703097,0.40066593885421753,7jm4_B_MA1419.1.jaspar.npz,False
ets1,baseline,frozen,0,2ady_A_MA0106.3.jaspar,p53-like,MA0106.3,Cellular tumor antigen p53,0.7211142211221159,0.63,0.9178004535147393,0.549073063613698,0.48576146364212036,2ady_A_MA0106.3.jaspar.npz,False
ets1,baseline,frozen,0,3q05_B_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.7911957750184229,0.6849999999999999,0.9231770833333334,0.4948016057661859,0.47259169816970825,3q05_B_P53_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6fj5_C_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.3692373475176282,0.41999999999999993,0.6591435185185185,0.18296732191775517,0.9638763666152954,6fj5_C_P53_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6fj5_D_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.36923725727247075,0.41999999999999993,0.6591435185185185,0.18296728925489186,0.9638763666152954,6fj5_D_P53_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6fj5_A_P53_HUMAN.H11MO.0.A,p53-like,P53,Cellular tumor antigen p53,0.3692373698926531,0.41999999999999993,0.6591435185185185,0.18296733646181468,0.9638762474060059,6fj5_A_P53_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6vge_A_ERG_HUMAN.H11MO.0.A,ETS,ERG,Transcriptional regulator ERG,0.36885037397344905,0.36036378252350754,0.8260416666666667,0.3359466828301702,0.7511386275291443,6vge_A_ERG_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,6vgg_A_ERG_HUMAN.H11MO.0.A,ETS,ERG,Transcriptional regulator ERG,0.43295103446063066,0.3942981442278348,0.815,0.3881168296876115,0.8366254568099976,6vgg_A_ERG_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,6vg2_D_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.7517658527164409,0.38874258867227934,0.9351851851851851,0.5791820192490582,0.39993786811828613,6vg2_D_FLI1_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,6vg2_A_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.6607613901142031,0.455409255338946,0.8703703703703703,0.5401582799285459,0.6011226773262024,6vg2_A_FLI1_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,6vg8_A_FLI1_HUMAN.H11MO.0.A,ETS,FLI1,Friend leukemia integration 1 transcription factor,0.42667380736869137,0.4738790071185946,0.8611111111111112,0.23319531191261644,0.8534340858459473,6vg8_A_FLI1_HUMAN.H11MO.0.A.npz,True
ets1,baseline,frozen,0,6lbi_L_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.9251618614070521,0.4714285714285715,1.0,0.5773099800067687,0.3150952160358429,6lbi_L_FOXO1_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6lbi_K_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.9251618566173935,0.4714285714285715,1.0,0.5773099777096516,0.3150951564311981,6lbi_K_FOXO1_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6lbi_D_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.8044006678343634,0.5142857142857142,0.9833333333333334,0.5736864309671704,0.4474199414253235,6lbi_D_FOXO1_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,3coa_C_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.7534095757374806,0.5,0.9716666666666667,0.5768345020211029,0.46553224325180054,3coa_C_FOXO1_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6lbi_C_FOXO1_HUMAN.H11MO.0.A,Forkhead,FOXO1,Forkhead box protein O1,0.8044007158972608,0.5142857142857142,0.9833333333333334,0.5736864478845727,0.4474198818206787,6lbi_C_FOXO1_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1pzu_H_NFAC2_HUMAN.H11MO.0.B,Rel/NF-κB (RHD),NFAC2,"Nuclear factor of activated T-cells, cytoplasmic 2",0.5488316991589576,0.3690457360046338,0.8854166666666666,0.5224309798026214,0.7185242772102356,1pzu_H_NFAC2_HUMAN.H11MO.0.B.npz,False
ets1,baseline,frozen,0,1pzu_L_MA0152.1.jaspar,Rel/NF-κB (RHD),MA0152.1,"Nuclear factor of activated T-cells, cytoplasmic 2",0.7696847155069312,0.4883886947611928,0.9635416666666666,0.6419092381405314,0.40803658962249756,1pzu_L_MA0152.1.jaspar.npz,False
ets1,baseline,frozen,0,5lty_K_CDX2_HUMAN.H11MO.0.A,Homeodomain,CDX2,Homeobox protein CDX-2,0.4976418907754123,0.36277903773109954,0.7559317129629629,0.39307434893324217,0.6391057372093201,5lty_K_CDX2_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5lty_M_MA0465.2.jaspar,Homeodomain,MA0465.2,Homeobox protein CDX-2,0.7124391783028841,0.64,0.88,0.4045895410764551,0.6363176107406616,5lty_M_MA0465.2.jaspar.npz,False
ets1,baseline,frozen,0,5vpf_B_JUND_HUMAN.H11MO.0.A,bZIP,JUND,Protein fosB,0.7743727850934697,0.47780611335735856,0.9236111111111112,0.6300513508250615,0.492291122674942,5vpf_B_JUND_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5yef_B_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.5714319115504622,0.5777777777777778,0.8120315581854043,0.45121728139382167,0.5466948747634888,5yef_B_MA1930.1.jaspar.npz,False
ets1,baseline,frozen,0,5und_A_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.44245593636995184,0.3999999999999999,0.7460842361636013,0.46684985006508534,0.5071286559104919,5und_A_MA1930.1.jaspar.npz,False
ets1,baseline,frozen,0,5yef_J_CTCF_HUMAN.H11MO.0.A,C2H2 zinc finger,CTCF,Transcriptional repressor CTCF,0.686163283755637,0.6529029027723282,0.8547453703703703,0.535681474950949,0.5367835760116577,5yef_J_CTCF_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5und_B_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.49404422540733917,0.40869565217391307,0.7993560169165704,0.47203186393025653,0.5088330507278442,5und_B_MA1930.1.jaspar.npz,False
ets1,baseline,frozen,0,5yef_G_MA1930.1.jaspar,C2H2 zinc finger,MA1930.1,Transcriptional repressor CTCF,0.47577644312857753,0.46111111111111114,0.7777514792899408,0.4426433149824158,0.5712754726409912,5yef_G_MA1930.1.jaspar.npz,False
ets1,baseline,frozen,0,2wty_B_MA0117.2.jaspar,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,0.5703044210518287,0.5264154013674632,0.8071853741496599,0.5374160936340898,0.6685798168182373,2wty_B_MA0117.2.jaspar.npz,False
ets1,baseline,frozen,0,2wty_A_MA0117.2.jaspar,bZIP,MA0117.2,TRANSCRIPTION FACTOR MAFB,0.5703044548757713,0.5264154013674632,0.8071853741496599,0.5374161027678347,0.6685798168182373,2wty_A_MA0117.2.jaspar.npz,False
ets1,baseline,frozen,0,6x6e_B_MA0113.3.jaspar,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,0.4039748949930072,0.3754970354689117,0.8930041152263374,0.5990450885531614,0.6301252245903015,6x6e_B_MA0113.3.jaspar.npz,False
ets1,baseline,frozen,0,6x6e_A_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.522016084101051,0.521803085112982,0.9175000000000001,0.38917790973881,0.5848447680473328,6x6e_A_GCR_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5emq_B_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.6148099964212936,0.5519833936242802,0.9191666666666668,0.46953110011133925,0.47997578978538513,5emq_B_GCR_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5emp_B_MA0113.3.jaspar,Nuclear receptor (Zn),MA0113.3,Glucocorticoid receptor,0.6507928455791746,0.548830368802245,0.874485596707819,0.6533779854656154,0.5534802079200745,5emp_B_MA0113.3.jaspar.npz,False
ets1,baseline,frozen,0,5emp_A_GCR_HUMAN.H11MO.0.A,Nuclear receptor (Zn),GCR,Glucocorticoid receptor,0.5494228309951723,0.49540450708757927,0.915,0.3930886016799738,0.5613442063331604,5emp_A_GCR_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,1le8_B_MA0328.2.jaspar,Homeodomain,MA0328.2,HAP1,0.6259735875573824,0.6637285065893916,0.8385185185185184,0.4548014729324315,0.750106930732727,1le8_B_MA0328.2.jaspar.npz,False
ets1,baseline,frozen,0,6fbr_B_RXRA_HUMAN.H11MO.0.A,Nuclear receptor (Zn),RXRA,Retinoic acid receptor RXR-alpha,0.6913949134242203,0.5111111111111112,0.8808333333333334,0.3387566259107452,0.7125056385993958,6fbr_B_RXRA_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,4cn3_D_RXRA_HUMAN.H11MO.0.A,Nuclear receptor (Zn),RXRA,RETINOIC ACID RECEPTOR RXR-ALPHA,0.7236973631402684,0.6000000000000001,0.8783333333333335,0.33956327136837705,0.6848160028457642,4cn3_D_RXRA_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,4cn3_C_MA0065.1.jaspar,Nuclear receptor (Zn),MA0065.1,RETINOIC ACID RECEPTOR RXR-ALPHA,0.6996503143163864,0.5100235881971267,0.8775510204081632,0.6418096785453361,0.5679536461830139,4cn3_C_MA0065.1.jaspar.npz,False
ets1,baseline,frozen,0,6fbq_A_MA0065.1.jaspar,Nuclear receptor (Zn),MA0065.1,Retinoic acid receptor RXR-alpha,0.7210021517239511,0.6055914306336527,0.8826530612244898,0.6508255229256715,0.4918402135372162,6fbq_A_MA0065.1.jaspar.npz,False
ets1,baseline,frozen,0,1r0n_A_MA0115.1.jaspar,Nuclear receptor (Zn),MA0115.1,Retinoic acid receptor RXR-alpha,0.558174733412064,0.5361844256342315,0.8703703703703702,0.5178220284223791,0.7689917683601379,1r0n_A_MA0115.1.jaspar.npz,False
ets1,baseline,frozen,0,2erg_B_MA0324.1.jaspar,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,0.6971505625988357,0.5594280340608231,0.8832199546485261,0.6765650371458523,0.5395828485488892,2erg_B_MA0324.1.jaspar.npz,False
ets1,baseline,frozen,0,2erg_A_MA0324.1.jaspar,Zn2Cys6 cluster,MA0324.1,Regulatory protein LEU3,0.6971506127272733,0.5594280340608231,0.8832199546485261,0.676565118431641,0.5395828485488892,2erg_A_MA0324.1.jaspar.npz,False
ets1,baseline,frozen,0,7oh9_K_MA0386.1.jaspar,TBP / β-saddle,MA0386.1,Histone H3.2,0.837875376588532,0.45714285714285713,1.0,0.7698296744489426,0.6475092768669128,7oh9_K_MA0386.1.jaspar.npz,False
ets1,baseline,frozen,0,4r2d_A_MA0162.4.jaspar,C2H2 zinc finger,MA0162.4,Early growth response protein 1,0.5875835821963846,0.41999999999999993,0.6927083333333334,0.5853495347411872,0.531306803226471,4r2d_A_MA0162.4.jaspar.npz,False
ets1,baseline,frozen,0,1a1j_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,PROTEIN (RADR ZIF268 ZINC FINGER PEPTIDE),0.6236720523796976,0.5115747348486531,0.8171296296296297,0.6488991394105793,0.5674687623977661,1a1j_A_MA0162.1.jaspar.npz,False
ets1,baseline,frozen,0,4x9j_A_MA0162.4.jaspar,C2H2 zinc finger,MA0162.4,Early growth response protein 1,0.5375092946924269,0.35,0.7057291666666666,0.5622338771458184,0.5983673334121704,4x9j_A_MA0162.4.jaspar.npz,False
ets1,baseline,frozen,0,1a1i_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,RADR ZIF268 ZINC FINGER PEPTIDE,0.6497207394058933,0.5512603841164201,0.8894557823129251,0.6522298519147645,0.5660672783851624,1a1i_A_MA0162.1.jaspar.npz,False
ets1,baseline,frozen,0,1a1g_A_MA0162.1.jaspar,C2H2 zinc finger,MA0162.1,DSNR ZINC FINGER PEPTIDE,0.5678983603138477,0.46520541966616824,0.7181712962962963,0.5968291106102094,0.6073764562606812,1a1g_A_MA0162.1.jaspar.npz,False
ets1,baseline,frozen,0,1gu4_A_MA0466.3.jaspar,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,0.4181516323066414,0.33468564716806987,0.7786458333333334,0.28856745031334735,0.7481963038444519,1gu4_A_MA0466.3.jaspar.npz,False
ets1,baseline,frozen,0,1gu5_A_MA0466.3.jaspar,bZIP,MA0466.3,CAAT/ENHANCER BINDING PROTEIN BETA,0.38621837508981116,0.15664590869701692,0.73046875,0.4152310320746723,0.8199988007545471,1gu5_A_MA0466.3.jaspar.npz,False
ets1,baseline,frozen,0,2e42_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.4344245282554766,0.3601504359179157,0.9019097222222222,0.6766744505008302,0.6454226970672607,2e42_A_CEBPB_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6mg2_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.4418719226351558,0.35137873493487076,0.7970196759259259,0.5018287343857522,0.7112917900085449,6mg2_A_CEBPB_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6mg3_A_CEBPB_HUMAN.H11MO.0.A,bZIP,CEBPB,CCAAT/enhancer-binding protein beta,0.3662875629379414,0.24989575559345437,0.7688078703703703,0.4739496101915029,0.747179388999939,6mg3_A_CEBPB_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,4xrm_A_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.7958933608606458,0.5595512035818976,0.9791666666666666,0.7333373035291922,0.4205187261104584,4xrm_A_MEIS2_HUMAN.H11MO.0.B.npz,False
ets1,baseline,frozen,0,4xrm_B_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.7958933531384295,0.5595512035818976,0.9791666666666666,0.7333372909135782,0.42051875591278076,4xrm_B_MEIS2_HUMAN.H11MO.0.B.npz,False
ets1,baseline,frozen,0,5bng_B_MEIS2_HUMAN.H11MO.0.B,Homeodomain,MEIS2,Homeobox protein Meis2,0.6474479645257816,0.5872983346207417,0.9583333333333334,0.4210916054746901,0.4957510828971863,5bng_B_MEIS2_HUMAN.H11MO.0.B.npz,False
ets1,baseline,frozen,0,5ke6_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,Krueppel-like factor 4,0.7236420809058473,0.475,0.8263888888888888,0.5196431536689293,0.509464681148529,5ke6_A_KLF4_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5ke8_A_MA0039.2.jaspar,C2H2 zinc finger,MA0039.2,Krueppel-like factor 4,0.7434486740385182,0.5060854122563142,0.9693877551020408,0.7446048840105346,0.3933596611022949,5ke8_A_MA0039.2.jaspar.npz,False
ets1,baseline,frozen,0,2wbu_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,KRUEPPEL-LIKE FACTOR 4,0.6671953306067735,0.42499999999999993,0.8402777777777778,0.5117354475280478,0.538341760635376,2wbu_A_KLF4_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5ke7_A_KLF4_MOUSE.H11MO.0.A,C2H2 zinc finger,KLF4,Krueppel-like factor 4,0.7458462127833627,0.49999999999999994,0.9583333333333334,0.5190551793269781,0.5379177927970886,5ke7_A_KLF4_MOUSE.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6u81_A_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,Double homeobox protein 4,0.6412569045288754,0.4936764999036676,0.9016666666666667,0.5644481539454097,0.49354177713394165,6u81_A_DUX4_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,6a8r_A_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,Double homeobox protein 4,0.6423788772497574,0.5840895659028822,0.8970143613000756,0.6723395977587681,0.7153362035751343,6a8r_A_DUX4_HUMAN.H11MO.0.A.npz,False
ets1,baseline,frozen,0,5z2t_D_DUX4_HUMAN.H11MO.0.A,Homeodomain,DUX4,DUX4,0.2643154588527977,0.3733928464492405,0.6419123204837491,0.24901327328522888,1.1270402669906616,5z2t_D_DUX4_HUMAN.H11MO.0.A.npz,False
