tf,pdb_id,state,stage,variant,comparison,rmsd_backbone_A,rmsd_sidechain_A,rmsd_total_A,rmsd_interface_A,n_backbone_atoms,n_sidechain_atoms,n_total_atoms,n_interface_atoms
egr1,1aay,6,3,legacy,delta_stage2_to_stage3,0.21912964067963525,0.6411377627067888,0.48954777804036814,0.6146902920041151,340,372,712,292
egr1,1aay,7,0,shared,vs_reference,2.9066223318145794,2.9615592152578114,2.9186834137054913,2.470588879844329,340,82,422,160
egr1,1aay,7,1,shared,vs_reference,2.9066223318145794,3.466087369725442,3.2174891577272806,2.973775081628289,340,372,712,292
egr1,1aay,7,2,shared,vs_reference,2.9066228597168324,3.466087631025487,3.217489856367571,2.9737750748523557,340,372,712,292
egr1,1aay,7,3,metal_cage,vs_reference,2.8279907309131564,3.3973427147960793,3.146605988426451,2.8441183352597763,340,372,712,292
egr1,1aay,7,3,legacy,vs_reference,2.8357033490349632,3.419951678203687,3.1609773808646207,2.909091602617446,340,372,712,292
egr1,1aay,7,1,shared,delta_stage0_to_stage1,6.782752147829039e-07,0.01274187970551072,0.00564860524765606,0.005891500988739336,340,82,422,160
egr1,1aay,7,2,shared,delta_stage1_to_stage2,1.677561450362007e-06,1.3586673541899268e-06,1.3673695757967432e-06,1.3976936042141474e-06,340,372,712,292
egr1,1aay,7,3,metal_cage,delta_stage2_to_stage3,0.3432641382547,1.1173897734323401,0.8446731560390462,1.1418520279754554,340,372,712,292
egr1,1aay,7,3,legacy,delta_stage2_to_stage3,0.2900017261218588,1.0419671333779994,0.7809310804358347,1.0506374680050796,340,372,712,292
egr1,1aay,8,0,shared,vs_reference,1.1188568599028863,1.0959228724021373,1.1153875138382792,0.8304848269733683,340,82,422,160
egr1,1aay,8,1,shared,vs_reference,1.1188568599028863,2.183503508731521,1.7658717106230952,1.7399108457239263,340,372,712,292
egr1,1aay,8,2,shared,vs_reference,1.1188573114394824,2.183503661903089,1.7658721795200247,1.7399109182695183,340,372,712,292
egr1,1aay,8,3,metal_cage,vs_reference,1.0659435776084538,2.1100246327052425,1.7050233611793186,1.6339052756572028,340,372,712,292
egr1,1aay,8,3,legacy,vs_reference,1.0691685602873693,2.149102385347803,1.7320262234153705,1.7098071740417642,340,372,712,292
egr1,1aay,8,1,shared,delta_stage0_to_stage1,5.921279140785095e-07,0.012351915104088769,0.005478263694806769,0.005241472013559496,340,82,422,160
egr1,1aay,8,2,shared,delta_stage1_to_stage2,8.641938350707629e-07,1.8475375168051326e-06,1.025042179193785e-06,1.2882668422455972e-06,340,372,712,292
egr1,1aay,8,3,metal_cage,delta_stage2_to_stage3,0.2337100267380755,0.7114672741904822,0.5424838133648192,0.7099369110944846,340,372,712,292
egr1,1aay,8,3,legacy,delta_stage2_to_stage3,0.23606464282460385,0.7486119368304455,0.5692954496707486,0.74222038416606,340,372,712,292
egr1,1aay,9,0,shared,vs_reference,1.8230251006888463,1.9281415084902256,1.8447069779147152,1.6646344509879656,340,82,422,160
egr1,1aay,9,1,shared,vs_reference,1.8230251006888463,2.8905830951333105,2.443855703014239,2.51750595625529,340,372,712,292
egr1,1aay,9,2,shared,vs_reference,1.8230250030831605,2.8905832604925212,2.4438557401718057,2.5175058871315814,340,372,712,292
egr1,1aay,9,3,metal_cage,vs_reference,1.8039939776747407,2.8067255495942427,2.386955399207034,2.432999756026298,340,372,712,292
egr1,1aay,9,3,legacy,vs_reference,1.8073167869309836,2.7909283675861705,2.3782740978077985,2.416783690558388,340,372,712,292
egr1,1aay,9,1,shared,delta_stage0_to_stage1,2.6061940449893424e-07,0.012696009136165627,0.005745424137506322,0.005806080702034087,340,82,422,160
egr1,1aay,9,2,shared,delta_stage1_to_stage2,1.417718852253394e-06,1.3171133552521834e-06,1.3535440763007637e-06,1.5097670451104407e-06,340,372,712,292
egr1,1aay,9,3,metal_cage,delta_stage2_to_stage3,0.21153577365540452,0.6606317942793172,0.5005253083141282,0.6787513431159966,340,372,712,292
egr1,1aay,9,3,legacy,delta_stage2_to_stage3,0.2092379350216436,0.8219125662537534,0.6141346710562391,0.8028689512185732,340,372,712,292
egr1,1aay,10,0,shared,vs_reference,1.3094540686065725,1.3495501814906818,1.318061814325149,1.1490276750409643,340,82,422,160
egr1,1aay,10,1,shared,vs_reference,1.3094540686065725,2.352973031378118,1.9296755391935023,1.942306577033256,340,372,712,292
egr1,1aay,10,2,shared,vs_reference,1.3094545903039825,2.352973024473905,1.929675600431037,1.9423066777997309,340,372,712,292
egr1,1aay,10,3,metal_cage,vs_reference,1.2563622656034634,2.2685779213595945,1.8595264883626397,1.8125125749976196,340,372,712,292
egr1,1aay,10,3,legacy,vs_reference,1.2697986544155473,2.290858631815553,1.8777249979932729,1.843450227479322,340,372,712,292
egr1,1aay,10,1,shared,delta_stage0_to_stage1,7.394442571534626e-07,0.013498421387776523,0.0060077460732975065,0.0061534880519645094,340,82,422,160
egr1,1aay,10,2,shared,delta_stage1_to_stage2,1.9787697535218137e-06,1.1586504721208288e-06,1.730032792570989e-06,9.817583505059116e-07,340,372,712,292
egr1,1aay,10,3,metal_cage,delta_stage2_to_stage3,0.22602244888882228,0.6236141645082346,0.4795967226189486,0.5998199991094123,340,372,712,292
egr1,1aay,10,3,legacy,delta_stage2_to_stage3,0.22744922563917244,0.7694189964966215,0.5819637721299681,0.6785637137474829,340,372,712,292
egr1,1aay,11,0,shared,vs_reference,2.3339602279906075,2.4201422398712293,2.3526698140577498,1.6461661084516148,340,82,422,160
egr1,1aay,11,1,shared,vs_reference,2.3339602279906075,3.125173176934219,2.7932824226969784,2.2900727540389303,340,372,712,292
egr1,1aay,11,2,shared,vs_reference,2.333960421873742,3.125173324470431,2.793282490244644,2.2900727536115277,340,372,712,292
egr1,1aay,11,3,metal_cage,vs_reference,2.312795234748334,3.124667895991944,2.79146290428229,2.272378334967966,340,372,712,292
egr1,1aay,11,3,legacy,vs_reference,2.314259555169149,3.13823327394691,2.795945796262584,2.2639482389297547,340,372,712,292
egr1,1aay,11,1,shared,delta_stage0_to_stage1,4.5791765810362997e-07,0.013447216287477139,0.005971620786481258,0.005887937613320769,340,82,422,160
egr1,1aay,11,2,shared,delta_stage1_to_stage2,1.4795086442062637e-06,1.5385613746426357e-06,1.6065881403640621e-06,1.1896509904718004e-06,340,372,712,292
egr1,1aay,11,3,metal_cage,delta_stage2_to_stage3,0.25752104246606067,0.9340241952273926,0.7013173211422723,0.8729748569835467,340,372,712,292
egr1,1aay,11,3,legacy,delta_stage2_to_stage3,0.25008648734544364,0.9473300641927338,0.7084008937677332,0.9401891473416313,340,372,712,292
egr1,1aay,12,0,shared,vs_reference,1.1381159682182842,1.19998297655477,1.1510861350313233,0.8717949954126054,340,82,422,160
egr1,1aay,12,1,shared,vs_reference,1.1381159682182842,2.3653964290600173,1.888610817436852,1.8673726530303971,340,372,712,292
egr1,1aay,12,2,shared,vs_reference,1.1381161248809228,2.3653965321455757,1.8886109329060012,1.867372628681999,340,372,712,292
egr1,1aay,12,3,metal_cage,vs_reference,1.1162647872091593,2.3212117112809847,1.8557272259410207,1.7945116352340285,340,372,712,292
egr1,1aay,12,3,legacy,vs_reference,1.1223864133630237,2.3474671787715278,1.8740911431626428,1.8228537060013925,340,372,712,292
egr1,1aay,12,1,shared,delta_stage0_to_stage1,4.820549537161277e-07,0.013316173762840165,0.00592834982507583,0.005862344369411078,340,82,422,160
egr1,1aay,12,2,shared,delta_stage1_to_stage2,1.091633136304393e-06,1.4610851521875962e-06,1.5234927211350637e-06,1.3880539126699882e-06,340,372,712,292
egr1,1aay,12,3,metal_cage,delta_stage2_to_stage3,0.22669958025271075,0.713555868611017,0.5403586703519073,0.6795398830268242,340,372,712,292
egr1,1aay,12,3,legacy,delta_stage2_to_stage3,0.2205869765737722,0.7294981594522183,0.5503615164092097,0.6704671833653149,340,372,712,292
egr1,1aay,13,0,shared,vs_reference,1.1533944632727298,1.2015526806169587,1.1638524096299205,1.0236578903991114,340,82,422,160
egr1,1aay,13,1,shared,vs_reference,1.1533944632727298,2.2177630696423813,1.7922378109269292,1.8057918575035798,340,372,712,292
egr1,1aay,13,2,shared,vs_reference,1.1533946450046555,2.217763246579875,1.7922377869474877,1.8057919854275588,340,372,712,292
egr1,1aay,13,3,metal_cage,vs_reference,1.095713241757616,2.2096611201161447,1.7732706883659284,1.784005064713975,340,372,712,292
egr1,1aay,13,3,legacy,vs_reference,1.0927941870273012,2.158405182374461,1.7377156111339027,1.7285971579056192,340,372,712,292
egr1,1aay,13,1,shared,delta_stage0_to_stage1,7.75244110088124e-07,0.012645207101548983,0.005640038819956177,0.005504274835404489,340,82,422,160
egr1,1aay,13,2,shared,delta_stage1_to_stage2,1.955634519082788e-06,1.246497013916229e-06,1.3888710130886057e-06,1.0320156560290402e-06,340,372,712,292
egr1,1aay,13,3,metal_cage,delta_stage2_to_stage3,0.2509877651261801,0.788032415189956,0.5997038825475401,0.7902686634730107,340,372,712,292
egr1,1aay,13,3,legacy,delta_stage2_to_stage3,0.2517621852304355,0.7782710594168153,0.5928633942966317,0.7646857300510912,340,372,712,292
egr1,1aay,14,0,shared,vs_reference,1.5283678455965533,1.7753656428147433,1.5802726553884727,1.611194673362896,340,82,422,160
egr1,1aay,14,1,shared,vs_reference,1.5283678455965533,2.7747432490957538,2.273768137772131,2.740136987927863,340,372,712,292
egr1,1aay,14,2,shared,vs_reference,1.5283685934390898,2.7747431921581023,2.2737683996701468,2.7401368955375203,340,372,712,292
egr1,1aay,14,3,metal_cage,vs_reference,1.4942484297923277,2.756223389420928,2.253070602807136,2.7096756171770635,340,372,712,292
egr1,1aay,14,3,legacy,vs_reference,1.5054865930186905,2.7677438100001943,2.2630262672572754,2.7184789688494595,340,372,712,292
egr1,1aay,14,1,shared,delta_stage0_to_stage1,6.1662478481038e-07,0.012983629629509646,0.005752746977652411,0.00634255263243962,340,82,422,160
egr1,1aay,14,2,shared,delta_stage1_to_stage2,1.3528986934407864e-06,9.130917140856274e-07,1.3584359883921755e-06,9.661071171599082e-07,340,372,712,292
egr1,1aay,14,3,metal_cage,delta_stage2_to_stage3,0.2223493779529248,0.7152646873420271,0.5407751356358005,0.6763679206698686,340,372,712,292
egr1,1aay,14,3,legacy,delta_stage2_to_stage3,0.22008646717061542,0.7345667589227532,0.5538014422160957,0.7128767135501357,340,372,712,292
egr1,1aay,15,0,shared,vs_reference,1.431422095538094,1.5205079578016947,1.4509721016812498,1.1824933651084122,340,82,422,160
egr1,1aay,15,1,shared,vs_reference,1.431422095538094,2.1719185217820915,1.8604229640340664,1.8024320636133848,340,372,712,292
egr1,1aay,15,2,shared,vs_reference,1.4314223184797583,2.171918525830354,1.8604231834134743,1.8024320071787703,340,372,712,292
egr1,1aay,15,3,metal_cage,vs_reference,1.4036952328256134,2.0372022366943714,1.7689849666690114,1.5936896280930308,340,372,712,292
egr1,1aay,15,3,legacy,vs_reference,1.4029879164822237,2.016587625368678,1.7557654813557337,1.5474633713542008,340,372,712,292
egr1,1aay,15,1,shared,delta_stage0_to_stage1,1.7009049500713975e-07,0.012643399722573157,0.0056231532085291,0.005988790515950739,340,82,422,160
egr1,1aay,15,2,shared,delta_stage1_to_stage2,1.4880505086290662e-06,1.304445712180479e-06,1.1082789644264599e-06,1.4178893027440197e-06,340,372,712,292
egr1,1aay,15,3,metal_cage,delta_stage2_to_stage3,0.21954986585146158,0.7529614919646805,0.5675837445274821,0.7482551822898735,340,372,712,292
egr1,1aay,15,3,legacy,delta_stage2_to_stage3,0.21729544797807132,0.7810946643148309,0.5861186255459597,0.7820547826816759,340,372,712,292
egr1,1aay,16,0,shared,vs_reference,1.406116706915303,1.5049141973945468,1.4266152378439405,1.230888369506284,340,82,422,160
egr1,1aay,16,1,shared,vs_reference,1.406116706915303,2.4642461530643787,2.0345304160087094,2.050854379024877,340,372,712,292
egr1,1aay,16,2,shared,vs_reference,1.4061168293854114,2.4642461757990333,2.034530402587281,2.050854242692496,340,372,712,292
egr1,1aay,16,3,metal_cage,vs_reference,1.3884458714356043,2.4296639589913696,2.0093730203231144,2.0082444615064916,340,372,712,292
egr1,1aay,16,3,legacy,vs_reference,1.3848298735821638,2.4049251721859437,1.9918451394101402,1.9501795185627935,340,372,712,292
egr1,1aay,16,1,shared,delta_stage0_to_stage1,2.9027700848526076e-07,0.01276642345590987,0.005650360652199602,0.005912164077227698,340,82,422,160
egr1,1aay,16,2,shared,delta_stage1_to_stage2,1.5864252685812094e-06,1.228654498691196e-06,1.4493068833087724e-06,1.3515067906765425e-06,340,372,712,292
egr1,1aay,16,3,metal_cage,delta_stage2_to_stage3,0.21805588469371595,0.7565051328428113,0.5698443310294286,0.7150785126416858,340,372,712,292
egr1,1aay,16,3,legacy,delta_stage2_to_stage3,0.21592748770320022,0.725720333415935,0.5473151813522564,0.6935366015693871,340,372,712,292
egr1,1aay,17,0,shared,vs_reference,1.7396448364325277,1.6723872735864533,1.727707341029367,1.5409336763673387,340,82,422,160
egr1,1aay,17,1,shared,vs_reference,1.7396448364325277,2.5936391744037053,2.231323680987327,2.3395939289581174,340,372,712,292
egr1,1aay,17,2,shared,vs_reference,1.739645699060112,2.5936389676271054,2.2313241767034273,2.339593897463036,340,372,712,292
egr1,1aay,17,3,metal_cage,vs_reference,1.6984337568962284,2.501085570986788,2.160794946755222,2.2033751341423993,340,372,712,292
egr1,1aay,17,3,legacy,vs_reference,1.7055003560272473,2.532945096083403,2.182828865907426,2.229163621427496,340,372,712,292
egr1,1aay,17,1,shared,delta_stage0_to_stage1,6.202660346124567e-07,0.0129597941680406,0.005751041930692029,0.005840501152026865,340,82,422,160
egr1,1aay,17,2,shared,delta_stage1_to_stage2,1.0899186937627486e-06,1.1915015275215723e-06,9.861886043658004e-07,9.364200011524786e-07,340,372,712,292
egr1,1aay,17,3,metal_cage,delta_stage2_to_stage3,0.21633951635297438,0.7850539310022395,0.5887231197494354,0.8375585575704592,340,372,712,292
egr1,1aay,17,3,legacy,delta_stage2_to_stage3,0.21871274804515364,0.9440760217901505,0.7011542749866752,0.9572030184711972,340,372,712,292
egr1,1aay,18,0,shared,vs_reference,2.2518327579010373,2.3877119770431805,2.2793533970935855,2.17590862096555,340,82,422,160
egr1,1aay,18,1,shared,vs_reference,2.2518327579010373,3.227366282380109,2.8060545635513403,2.917994067344222,340,372,712,292
egr1,1aay,18,2,shared,vs_reference,2.2518330820531967,3.2273665824128157,2.8060549091509306,2.9179941426256697,340,372,712,292
egr1,1aay,18,3,metal_cage,vs_reference,2.1826817226960884,3.1043297775199297,2.706488822338815,2.771335776128873,340,372,712,292
egr1,1aay,18,3,legacy,vs_reference,2.172734166160317,3.1198094154170306,2.7110094775235294,2.778969443924308,340,372,712,292
egr1,1aay,18,1,shared,delta_stage0_to_stage1,8.722990997426129e-07,0.012001483603596473,0.005342040286677508,0.0055404381594670845,340,82,422,160
egr1,1aay,18,2,shared,delta_stage1_to_stage2,1.1569356633996913e-06,1.3501385330430487e-06,1.6846488092928255e-06,9.171716642046732e-07,340,372,712,292
egr1,1aay,18,3,metal_cage,delta_stage2_to_stage3,0.26312092932035075,1.0670844856133126,0.7951395369768015,1.0535594110147548,340,372,712,292
egr1,1aay,18,3,legacy,delta_stage2_to_stage3,0.2733822953159925,0.8145434142708772,0.6199626669989332,0.817323460868864,340,372,712,292
egr1,1aay,19,0,shared,vs_reference,1.3900101036862964,1.4373904787623557,1.4001557728853065,1.1494006679925752,340,82,422,160
egr1,1aay,19,1,shared,vs_reference,1.3900101036862964,2.3454671636240407,1.9503992445631484,1.9549363737040304,340,372,712,292
egr1,1aay,19,2,shared,vs_reference,1.390010384059668,2.345467340966043,1.9503996085648143,1.9549366790856433,340,372,712,292
egr1,1aay,19,3,metal_cage,vs_reference,1.3691246251647864,2.2652583779569033,1.8940427868351273,1.8369153395540636,340,372,712,292
egr1,1aay,19,3,legacy,vs_reference,1.367450033266714,2.277850255395601,1.9009137403252252,1.8464383310285362,340,372,712,292
egr1,1aay,19,1,shared,delta_stage0_to_stage1,8.449308366048214e-07,0.012044515956660127,0.005381464664564356,0.006039582800020569,340,82,422,160
egr1,1aay,19,2,shared,delta_stage1_to_stage2,1.20734874746476e-06,1.3512748710510489e-06,1.5836275701376998e-06,1.267170040282611e-06,340,372,712,292
egr1,1aay,19,3,metal_cage,delta_stage2_to_stage3,0.19695679552521256,0.6649171637122776,0.5005442244590614,0.6380879580203711,340,372,712,292
egr1,1aay,19,3,legacy,delta_stage2_to_stage3,0.19364910680768982,0.5940837359884444,0.45072451202781194,0.5930036960250452,340,372,712,292
egr1,1aay,20,0,shared,vs_reference,1.2909519214223328,1.2918155347206817,1.2923744978748377,1.0325719833815705,340,82,422,160
egr1,1aay,20,1,shared,vs_reference,1.2909519214223328,2.153834491059377,1.7987465063192132,1.7985265657493852,340,372,712,292
egr1,1aay,20,2,shared,vs_reference,1.2909525241494428,2.1538347733132914,1.7987468544487626,1.7985267911378109,340,372,712,292
egr1,1aay,20,3,metal_cage,vs_reference,1.241995554065684,2.101989631189743,1.751593208905347,1.70626592584332,340,372,712,292
egr1,1aay,20,3,legacy,vs_reference,1.2392140500989774,2.102265883213023,1.7504946807365176,1.6859580921790727,340,372,712,292
egr1,1aay,20,1,shared,delta_stage0_to_stage1,2.330807399973753e-07,0.012554808113605077,0.00559851283348501,0.005090402601806187,340,82,422,160
egr1,1aay,20,2,shared,delta_stage1_to_stage2,1.3456578433312667e-06,1.221605673997253e-06,1.93481676067881e-06,1.3315189478774288e-06,340,372,712,292
egr1,1aay,20,3,metal_cage,delta_stage2_to_stage3,0.2693788882137804,0.7897106573397928,0.6023671555707775,0.7648747495407677,340,372,712,292
egr1,1aay,20,3,legacy,delta_stage2_to_stage3,0.25944425740282656,0.6703683481741913,0.5186233189742463,0.6712278765866581,340,372,712,292
egr1,1aay,21,0,shared,vs_reference,1.123941853052513,1.1408991307016523,1.1280488099525874,0.8426249990536989,340,82,422,160
egr1,1aay,21,1,shared,vs_reference,1.123941853052513,2.081505566479533,1.7011245740605259,1.5516596864968377,340,372,712,292
egr1,1aay,21,2,shared,vs_reference,1.1239419353333637,2.0815055185483406,1.7011246057197433,1.5516597562613477,340,372,712,292
egr1,1aay,21,3,metal_cage,vs_reference,1.1063944948095839,2.0347120702928496,1.6685994441390106,1.460704893326013,340,372,712,292
egr1,1aay,21,3,legacy,vs_reference,1.104590073367016,2.039023490204988,1.6698765746786324,1.4538032281520326,340,372,712,292
egr1,1aay,21,1,shared,delta_stage0_to_stage1,2.8434010849020834e-07,0.012239357375932361,0.005450840714342568,0.005680848371266551,340,82,422,160
egr1,1aay,21,2,shared,delta_stage1_to_stage2,1.388076546076162e-06,8.411197990992172e-07,8.989961753622423e-07,1.3963537207925168e-06,340,372,712,292
egr1,1aay,21,3,metal_cage,delta_stage2_to_stage3,0.22027923208435884,0.5500841342625028,0.42829611781247495,0.5438179360020959,340,372,712,292
egr1,1aay,21,3,legacy,delta_stage2_to_stage3,0.2144166274860725,0.505081987808066,0.3957523904902855,0.47900032212500343,340,372,712,292
egr1,1aay,22,0,shared,vs_reference,1.9068284538411269,1.9461514097920123,1.9156266830790263,1.5680926603263345,340,82,422,160
egr1,1aay,22,1,shared,vs_reference,1.9068284538411269,2.6948044998899716,2.3570201247128963,2.2762581461255254,340,372,712,292
egr1,1aay,22,2,shared,vs_reference,1.9068289544471886,2.694804586563518,2.3570204929986356,2.276258374153679,340,372,712,292
egr1,1aay,22,3,metal_cage,vs_reference,1.8478146394561428,2.5750064467960403,2.264875247861046,2.0976826376600313,340,372,712,292
egr1,1aay,22,3,legacy,vs_reference,1.8481700448234775,2.564251178718859,2.2568003786040123,2.071866379984526,340,372,712,292
egr1,1aay,22,1,shared,delta_stage0_to_stage1,4.6352276289258614e-07,0.013766867061372652,0.006109309293052345,0.006207739843964992,340,82,422,160
egr1,1aay,22,2,shared,delta_stage1_to_stage2,1.3711391331847187e-06,1.4393967815880876e-06,1.4508419644409214e-06,1.4490388775605009e-06,340,372,712,292
egr1,1aay,22,3,metal_cage,delta_stage2_to_stage3,0.23721782222262608,0.8311350327367959,0.6249511347301555,0.8408920063057418,340,372,712,292
